sample,amp,freq,raining,temp
0,6.092258071018421,544.0110139211854,True,42.098631360736604
1,-43.183982409875675,561.6775323873791,True,21.537483531118752
2,35.98574000766327,483.0786618294241,True,39.14566850156982
3,-34.71159207432245,546.545331712075,True,37.33028071931901
4,23.059902861144835,402.884794996243,False,30.465414525352923
5,49.08832534433142,445.29351253280936,True,36.57076523646296
6,41.711067903265715,527.9727312274376,False,63.346469229098275
7,38.18508683744048,447.56223261593317,True,25.125421590820864
8,45.59488734320239,529.6362174800034,True,45.54015388754927
9,-3.645374898932232,544.7295806806651,True,42.0678875970876
10,-26.849826768676756,521.2281157533106,True,49.12901004534212
11,12.421727525843664,496.5498274052663,True,40.60607298473379
12,-49.926790471889184,582.7272528777759,False,56.654583091603875
13,45.58070799506045,459.21840326057094,False,41.14148350606536
14,26.003533738136568,492.5513230278165,True,27.303345496112357
15,-19.19052197258686,499.3181361593509,True,54.20983501690948
16,22.98281044465095,555.0485076907166,False,12.199464164111461
17,24.831312529001863,472.5841630906923,False,28.295105390118934
18,-27.007657653374494,511.49604098932423,True,48.34670386709714
19,-12.444625049356475,502.5896868352523,False,40.060699521875335
20,-25.258304991303792,480.8924391623381,True,10.82436725893849
21,-5.97913882742305,535.8225564459229,False,48.73483849107362
22,40.69982091772938,472.0487828666085,False,37.307798056009055
23,-34.77300011839615,502.08546254923425,True,41.166796988475475
24,-15.234234376176047,542.2682531115421,False,26.485584356032277
25,20.759520111391026,447.4348171260671,True,54.358300061661026
26,34.832110331536825,509.0115925932915,True,40.045945916363195
27,-17.64078782162911,416.862222786404,True,69.3078294938986
28,-20.79697956666947,496.33318485218814,True,37.565504355553855
29,45.65462023711636,558.9484806211,True,35.23872130467377
30,-47.775064584667334,416.83181864143114,True,32.235210044815794
31,34.234479084010275,547.5949468326583,True,41.61459466070406
32,-24.486523721407472,594.1344408304725,False,34.50042114513427
33,-35.85538529378958,484.6059571912517,True,34.861039233921396
34,-27.810380132947344,371.81712696442565,True,25.21461296045414
35,0.7979618917527418,591.8591281654689,True,45.62449646850316
36,15.431346904223275,523.10660323083,False,39.73260282451933
37,-45.248220935037494,510.5669246229129,True,38.02416702994185
38,-35.65920666051138,413.4007049136817,True,42.198540812813185
39,-24.04615330908333,492.94623312839343,False,50.7862904084141
40,-38.6950205135896,373.91164592444517,False,60.332448622767075
41,-43.903968706677276,553.576802498103,True,37.982156247839676
42,14.552752889619853,542.9205843578147,True,47.17171500880242
43,49.15148092455665,541.0649844927523,True,44.16834683243443
44,-6.438278542922461,502.6031319656571,False,27.895009383262344
45,-39.71998351019573,457.6331559567036,False,36.92139423386913
46,22.47325512898935,609.4017027426962,True,29.3991228180537
47,-37.45659812491306,557.8138458927764,True,44.8744254579674
48,22.3527317654287,678.7469267998447,False,29.22233049234299
49,-47.965580636479864,577.1655862015759,True,49.55761319564016
50,24.08241936045907,574.3950192345781,True,37.61239942808387
51,36.389451066208096,584.1220074818679,False,25.465276764912574
52,49.499550913597204,542.8606388603899,True,39.990067289541315
53,-41.949615469147695,425.8343683905199,True,40.74356666531819
54,19.95685450413805,603.4852536465454,True,52.76554462206141
55,22.391936626458815,498.738323727317,False,42.805513812502156
56,19.805779241460414,400.0957819717538,True,31.17273319272359
57,15.23364313293628,471.283499124529,False,39.34108817969585
58,-27.19909219081773,545.1245393109484,True,45.32284521074521
59,-26.11520561711912,527.3033402102227,True,18.34351781748626
60,-1.8846146227575176,517.0259668287412,True,21.27776455975051
61,37.34618845499507,385.1812638303454,False,28.501925857882398
62,7.528298206146658,517.2690973386408,True,51.86874129366382
63,-36.29743983862821,483.34033063466387,True,30.637344437336125
64,-43.954188030970144,540.2071249170529,False,36.486323198532276
65,-13.85722143907607,526.4443793707613,False,34.32854621284943
66,37.52914965646906,444.76105396700984,True,49.09651600739971
67,33.80499243356361,511.1156339234276,True,49.55895543742133
68,40.749558538931424,383.7462697977868,True,37.35501688724287
69,-40.26172302411709,555.3314529459403,False,40.98383701116422
70,-37.777246098770554,493.0246717183225,True,35.20733872746121
71,33.760894191308,624.6826939704273,True,45.971517353500886
72,-25.96605631621007,484.2746450060193,True,37.207785227307376
73,22.80328330756653,433.275021587003,False,21.168957022928247
74,-12.092182643800783,541.3258890791008,True,38.92335075406029
75,3.3538777057792757,563.1887768520083,False,38.134284028405375
76,-4.544087964087431,599.1446418518758,True,37.07363064301387
77,2.6178064311855067,529.5823162950413,True,40.135724993647976
78,16.71163985197967,439.76127250867023,False,38.94163192866732
79,27.282539580401917,484.23211815563815,False,39.382340476159186
80,6.501718785767807,441.2739300214831,True,58.70973243279787
81,-2.2655021962202397,493.81827536881536,False,51.3392104534491
82,-37.35599942259017,528.5575317129817,True,52.27015668913862
83,-30.161101205668338,433.9370259876414,True,66.97486207944128
84,31.647774203388806,462.3584690248958,False,40.26636764928877
85,-6.257858806584657,528.1743042874577,True,42.54160009527601
86,8.357016412852438,509.69132103133154,False,48.09738960502601
87,-32.27019268899046,427.9098623552841,True,25.259736404288205
88,-28.158003231364916,456.92785453514233,True,57.459552581307776
89,-48.97088781520647,577.4369617703862,False,38.86084073343023
90,-48.90430561682836,436.95018040866154,False,27.111507956835013
91,-41.3959630341731,492.02501549771927,False,41.212980372901576
92,15.454589061655895,451.4886419279209,False,44.304434454897915
93,5.065328344971455,473.39491559771403,True,33.70385722395885
94,-0.32963965481631874,431.43100889505826,True,34.19484882282282
95,-9.282599259930038,472.4446910332241,False,35.9888893761611
96,7.205313653864032,489.90122120571385,True,34.503794434250324
97,-12.565480963196073,523.2778003328195,True,36.809877482184284
98,40.66485771880325,491.94276151758504,True,13.455440890071038
99,-37.41364400322147,505.98274372188655,False,43.69834710608388
